Id,Category
16226,2
16227,1
16228,4
16229,1
16230,3
16231,4
16232,1
16233,1
16234,1
16235,2
16236,1
16237,1
16238,1
16239,2
16240,3
16241,1
16242,2
16243,2
16244,3
16245,1
16246,1
16247,1
16248,1
16249,1
16250,1
16251,2
16252,4
16253,4
16254,1
16255,1
16256,4
16257,1
16258,1
16259,2
16260,1
16261,1
16262,2
16263,2
16264,1
16265,3
16266,1
16267,1
16268,3
16269,2
16270,1
16271,2
16272,2
16273,2
16274,2
16275,0
16276,3
16277,1
16278,1
16279,0
16280,1
16281,1
16282,3
16283,2
16284,0
16285,1
16286,0
16287,1
16288,1
16289,2
16290,2
16291,1
16292,4
16293,4
16294,2
16295,2
16296,2
16297,2
16298,2
16299,2
16300,2
16301,1
16302,1
16303,1
16304,1
16305,1
16306,2
16307,1
16308,1
16309,1
16310,1
16311,2
16312,2
16313,4
16314,2
16315,2
16316,2
16317,4
16318,1
16319,1
16320,2
16321,3
16322,2
16323,3
16324,1
16325,1
16326,4
16327,2
16328,4
16329,2
16330,3
16331,2
16332,4
16333,2
16334,2
16335,1
16336,1
16337,2
16338,1
16339,3
16340,1
16341,1
16342,2
16343,2
16344,3
16345,1
16346,3
16347,1
16348,2
16349,1
16350,1
16351,4
16352,1
16353,2
16354,1
16355,1
16356,1
16357,1
16358,2
16359,0
16360,2
16361,3
16362,1
16363,4
16364,1
16365,1
16366,1
16367,2
16368,2
16369,2
16370,3
16371,1
16372,1
16373,1
16374,3
16375,2
16376,1
16377,2
16378,1
16379,3
16380,1
16381,1
16382,2
16383,1
16384,1
16385,0
16386,2
16387,2
16388,3
16389,0
16390,1
16391,3
16392,1
16393,1
16394,2
16395,1
16396,1
16397,2
16398,2
16399,3
16400,1
16401,1
16402,1
16403,1
16404,1
16405,2
16406,2
16407,2
16408,1
16409,0
16410,1
16411,2
16412,1
16413,3
16414,2
16415,1
16416,3
16417,1
16418,2
16419,3
16420,1
16421,4
16422,1
16423,1
16424,1
16425,2
16426,1
16427,2
16428,1
16429,1
16430,1
16431,2
16432,3
16433,1
16434,1
16435,2
16436,1
16437,0
16438,4
16439,2
16440,2
16441,2
16442,2
16443,1
16444,1
16445,4
16446,4
16447,1
16448,2
16449,1
16450,1
16451,1
16452,1
16453,1
16454,2
16455,2
16456,4
16457,1
16458,1
16459,3
16460,3
16461,1
16462,1
16463,2
16464,1
16465,2
16466,1
16467,1
16468,2
16469,2
16470,1
16471,1
16472,1
16473,2
16474,1
16475,2
16476,2
16477,1
16478,3
16479,2
16480,4
16481,1
16482,2
16483,2
16484,1
16485,4
16486,1
16487,2
16488,0
16489,4
16490,0
16491,2
16492,3
16493,1
16494,3
16495,1
16496,2
16497,2
16498,1
16499,3
16500,1
16501,2
16502,2
16503,3
16504,1
16505,3
16506,1
16507,2
16508,1
16509,1
16510,2
16511,1
16512,3
16513,1
16514,1
16515,1
16516,1
16517,2
16518,2
16519,2
16520,3
16521,1
16522,3
16523,4
16524,2
16525,3
16526,2
16527,1
16528,1
16529,1
16530,2
16531,1
16532,1
16533,2
16534,2
16535,2
16536,1
16537,1
16538,2
16539,3
16540,3
16541,2
16542,1
16543,1
16544,1
16545,1
16546,1
16547,2
16548,1
16549,1
16550,1
16551,1
16552,0
16553,2
16554,2
16555,2
16556,1
16557,1
16558,1
16559,1
16560,1
16561,1
16562,1
16563,3
16564,1
16565,2
16566,1
16567,1
16568,2
16569,2
16570,3
16571,2
16572,2
16573,1
16574,2
16575,2
16576,2
16577,2
16578,2
16579,2
16580,4
16581,1
16582,4
16583,1
16584,3
16585,3
16586,1
16587,1
16588,1
16589,2
16590,2
16591,2
16592,2
16593,2
16594,2
16595,4
16596,1
16597,1
16598,4
16599,2
16600,1
16601,1
16602,1
16603,2
16604,1
16605,1
16606,3
16607,3
16608,2
16609,3
16610,1
16611,1
16612,2
16613,2
16614,2
16615,2
16616,2
16617,0
16618,2
16619,3
16620,2
16621,1
16622,1
16623,1
16624,1
16625,2
16626,2
16627,1
16628,2
16629,4
16630,1
16631,2
16632,1
16633,3
16634,1
16635,1
16636,1
16637,2
16638,2
16639,0
16640,3
16641,3
16642,4
16643,1
16644,1
16645,1
16646,1
16647,1
16648,1
16649,0
16650,2
16651,1
16652,1
16653,2
16654,3
16655,1
16656,3
16657,2
16658,0
16659,3
16660,1
16661,1
16662,2
16663,2
16664,2
16665,3
16666,1
16667,4
16668,2
16669,1
16670,2
16671,2
16672,3
16673,1
16674,2
16675,1
16676,2
16677,1
16678,1
16679,1
16680,2
16681,2
16682,1
16683,1
16684,1
16685,4
16686,1
16687,2
16688,1
16689,2
16690,3
16691,1
16692,1
16693,2
16694,3
16695,2
16696,1
16697,1
16698,3
16699,1
16700,3
16701,1
16702,1
16703,1
16704,1
16705,1
16706,3
16707,1
16708,1
16709,1
16710,4
16711,1
16712,3
16713,3
16714,2
16715,2
16716,2
16717,2
16718,2
16719,3
16720,3
16721,1
16722,4
16723,0
16724,4
16725,2
16726,2
16727,1
16728,3
16729,1
16730,4
16731,2
16732,2
16733,1
16734,2
16735,1
16736,3
16737,2
16738,1
16739,1
16740,4
16741,1
16742,2
16743,2
16744,1
16745,2
16746,3
16747,2
16748,1
16749,1
16750,3
16751,2
16752,2
16753,1
16754,1
16755,2
16756,3
16757,4
16758,2
16759,2
16760,2
16761,2
16762,3
16763,2
16764,3
16765,2
16766,1
16767,1
16768,3
16769,1
16770,2
16771,2
16772,2
16773,1
16774,2
16775,1
16776,2
16777,1
16778,3
16779,3
16780,4
16781,1
16782,2
16783,3
16784,1
16785,1
16786,1
16787,1
16788,1
16789,1
16790,2
16791,1
16792,2
16793,1
16794,2
16795,1
16796,2
16797,1
16798,1
16799,1
16800,1
16801,1
16802,3
16803,1
16804,1
16805,1
16806,2
16807,2
16808,2
16809,1
16810,2
16811,1
16812,1
16813,1
16814,3
16815,1
16816,1
16817,1
16818,3
16819,1
16820,2
16821,2
16822,3
16823,1
16824,1
16825,2
16826,1
16827,2
16828,1
16829,1
16830,4
16831,3
16832,1
16833,1
16834,1
16835,2
16836,4
16837,4
16838,1
16839,1
16840,2
16841,1
16842,2
16843,2
16844,1
16845,1
16846,0
16847,1
16848,1
16849,2
16850,3
16851,1
16852,1
16853,1
16854,4
16855,3
16856,2
16857,1
16858,1
16859,2
16860,1
16861,2
16862,1
16863,2
16864,3
16865,1
16866,2
16867,1
16868,2
16869,1
16870,3
16871,3
16872,1
16873,1
16874,0
16875,3
16876,3
16877,2
16878,1
16879,1
16880,1
16881,1
16882,1
16883,1
16884,0
16885,1
16886,1
16887,1
16888,1
16889,1
16890,1
16891,0
16892,2
16893,1
16894,1
16895,1
16896,1
16897,1
16898,2
16899,1
16900,1
16901,2
16902,2
16903,1
16904,1
16905,2
16906,2
16907,4
16908,2
16909,2
16910,2
16911,1
16912,3
16913,1
16914,3
16915,1
16916,3
16917,2
16918,2
16919,1
16920,1
16921,1
16922,1
16923,1
16924,2
16925,0
16926,2
16927,4
16928,1
16929,1
16930,1
16931,3
16932,1
16933,1
16934,4
16935,1
16936,2
16937,2
16938,1
16939,2
16940,1
16941,1
16942,1
16943,1
16944,1
16945,1
16946,2
16947,3
16948,2
16949,4
16950,4
16951,2
16952,1
16953,3
16954,2
16955,2
16956,1
16957,1
16958,1
16959,1
16960,3
16961,1
16962,4
16963,3
16964,1
16965,2
16966,1
16967,1
16968,2
16969,2
16970,3
16971,1
16972,1
16973,2
16974,1
16975,4
16976,3
16977,4
16978,1
16979,1
16980,1
16981,1
16982,2
16983,2
16984,1
16985,2
16986,2
16987,1
16988,1
16989,1
16990,1
16991,1
16992,2
16993,1
16994,2
16995,1
16996,4
16997,1
16998,2
16999,1
17000,1
17001,1
17002,1
17003,2
17004,2
17005,1
17006,2
17007,3
17008,3
17009,1
17010,3
17011,2
17012,2
17013,2
17014,1
17015,1
17016,2
17017,1
17018,2
17019,1
17020,1
17021,1
17022,1
17023,2
17024,4
17025,2
17026,2
17027,3
17028,0
17029,1
17030,1
17031,1
17032,2
17033,4
17034,3
17035,1
17036,1
17037,1
17038,1
17039,1
17040,1
17041,2
17042,1
17043,1
17044,1
17045,2
17046,2
17047,2
17048,1
17049,2
17050,1
17051,4
17052,2
17053,1
17054,1
17055,2
17056,1
17057,2
17058,2
17059,4
17060,1
17061,3
17062,1
17063,3
17064,1
17065,1
17066,1
17067,2
17068,2
17069,1
17070,2
17071,1
17072,1
17073,0
17074,1
17075,1
17076,3
17077,1
17078,1
17079,1
17080,2
17081,1
17082,1
17083,1
17084,1
17085,2
17086,1
17087,1
17088,3
17089,4
17090,1
17091,1
17092,1
17093,1
17094,1
17095,1
17096,0
17097,1
17098,2
17099,3
17100,1
17101,3
17102,1
17103,2
17104,1
17105,2
17106,1
17107,2
17108,1
17109,3
17110,3
17111,4
17112,1
17113,1
17114,1
17115,3
17116,3
17117,2
17118,1
17119,1
17120,2
17121,2
17122,1
17123,3
17124,1
17125,1
17126,1
17127,1
17128,4
17129,4
17130,1
17131,1
17132,2
17133,4
17134,2
17135,0
17136,2
17137,2
17138,4
17139,3
17140,1
17141,2
17142,0
17143,1
17144,2
17145,1
17146,1
17147,4
17148,2
17149,1
17150,2
17151,1
17152,2
17153,3
17154,2
17155,1
17156,2
17157,1
17158,2
17159,1
17160,1
17161,1
17162,1
17163,2
17164,2
17165,1
17166,1
17167,1
17168,2
17169,1
17170,2
17171,4
17172,1
17173,2
17174,1
17175,1
17176,1
17177,1
17178,1
17179,2
17180,2
17181,1
17182,1
17183,3
17184,3
17185,2
17186,3
17187,2
17188,3
17189,2
17190,1
17191,1
17192,4
17193,1
17194,4
17195,2
17196,2
17197,1
17198,2
17199,1
17200,4
17201,2
17202,2
17203,2
17204,1
17205,1
17206,1
17207,4
17208,1
17209,1
17210,1
17211,0
17212,1
17213,0
17214,0
17215,3
17216,2
17217,1
17218,1
17219,1
17220,1
17221,1
17222,4
17223,4
17224,1
17225,4
17226,1
17227,1
17228,0
17229,2
17230,1
17231,2
17232,2
17233,1
17234,3
17235,3
17236,3
17237,1
17238,1
17239,1
17240,2
17241,0
17242,1
17243,1
17244,2
17245,3
17246,3
17247,2
17248,2
17249,2
17250,2
17251,1
17252,3
17253,1
17254,1
17255,1
17256,1
17257,1
17258,1
17259,1
17260,3
17261,1
17262,4
17263,1
17264,1
17265,2
17266,1
17267,1
17268,3
17269,2
17270,1
17271,1
17272,1
17273,1
17274,3
17275,1
17276,0
17277,1
17278,1
17279,1
17280,1
17281,1
17282,1
17283,2
17284,3
17285,2
17286,2
17287,1
17288,1
17289,1
17290,1
17291,1
17292,2
17293,1
17294,1
17295,2
17296,1
17297,2
17298,2
17299,1
17300,1
17301,0
17302,2
17303,1
17304,2
17305,1
17306,1
17307,4
17308,1
17309,0
17310,2
17311,2
17312,3
17313,3
17314,1
17315,1
17316,2
17317,0
17318,2
17319,3
17320,1
17321,1
17322,1
17323,3
17324,1
17325,2
17326,2
17327,2
17328,1
17329,1
17330,1
17331,1
17332,2
17333,2
17334,4
17335,3
17336,2
17337,1
17338,1
17339,2
17340,1
17341,1
17342,2
17343,2
17344,1
17345,2
17346,1
17347,2
17348,1
17349,1
17350,4
17351,0
17352,4
17353,3
17354,2
17355,1
17356,0
17357,1
17358,3
17359,2
17360,1
17361,1
17362,1
17363,2
17364,1
17365,1
17366,1
17367,1
17368,2
17369,1
17370,1
17371,3
17372,1
17373,2
17374,1
17375,3
17376,2
17377,3
17378,3
17379,1
17380,1
17381,3
17382,1
17383,1
17384,2
17385,4
17386,1
17387,1
17388,1
17389,3
17390,1
17391,3
17392,1
17393,1
17394,2
17395,1
17396,1
17397,3
17398,1
17399,1
17400,2
17401,1
17402,1
17403,2
17404,2
17405,2
17406,3
17407,2
17408,1
17409,1
17410,3
17411,1
17412,1
17413,1
17414,1
17415,3
17416,1
17417,1
17418,3
17419,0
17420,1
17421,4
17422,2
17423,2
17424,1
17425,3
17426,2
17427,3
17428,1
17429,1
17430,1
17431,0
17432,1
17433,1
17434,0
17435,2
17436,2
17437,2
17438,1
17439,1
17440,4
17441,1
17442,2
17443,3
17444,2
17445,4
17446,2
17447,1
17448,1
17449,4
17450,1
17451,1
17452,2
17453,0
17454,1
17455,1
17456,3
17457,1
17458,1
17459,3
17460,1
17461,3
17462,3
17463,1
17464,1
17465,1
17466,1
17467,1
17468,1
17469,0
17470,1
17471,3
17472,1
17473,1
17474,1
17475,1
17476,1
17477,2
17478,1
17479,2
17480,1
17481,1
17482,1
17483,1
17484,3
17485,4
17486,2
17487,3
17488,3
17489,2
17490,1
17491,1
17492,1
17493,1
17494,2
17495,2
17496,1
17497,1
17498,2
17499,2
17500,3
17501,2
17502,3
17503,2
17504,1
17505,1
17506,1
17507,1
17508,1
17509,2
17510,1
17511,2
17512,3
17513,3
17514,1
17515,2
17516,1
17517,4
17518,1
17519,4
17520,1
17521,2
17522,1
17523,1
17524,2
17525,3
17526,1
17527,1
17528,2
17529,1
17530,1
17531,1
17532,1
17533,1
17534,1
17535,2
17536,1
17537,0
17538,2
17539,1
17540,3
17541,1
17542,4
17543,4
17544,1
17545,1
17546,1
17547,1
17548,2
17549,1
17550,2
17551,1
17552,3
17553,3
17554,2
17555,2
17556,1
17557,1
17558,2
17559,4
17560,1
17561,1
17562,1
17563,3
17564,2
17565,1
17566,1
17567,0
17568,3
17569,2
17570,1
17571,2
17572,1
17573,2
17574,4
17575,3
17576,2
17577,1
17578,1
17579,3
17580,1
17581,2
17582,0
17583,2
17584,2
17585,1
17586,1
17587,3
17588,1
17589,1
17590,1
17591,2
17592,1
17593,2
17594,1
17595,1
17596,1
17597,1
17598,2
17599,2
17600,2
17601,3
17602,2
17603,4
17604,1
17605,2
17606,2
17607,1
17608,3
17609,2
17610,1
17611,1
17612,1
17613,2
17614,1
17615,1
17616,3
17617,1
17618,1
17619,3
17620,1
17621,2
17622,1
17623,1
17624,2
17625,2
17626,1
17627,2
17628,2
17629,3
17630,3
17631,2
17632,1
17633,1
17634,3
17635,4
17636,2
17637,1
17638,1
17639,1
17640,3
17641,1
17642,4
17643,0
17644,1
17645,1
17646,1
17647,2
17648,0
17649,1
17650,2
17651,0
17652,3
17653,2
17654,2
17655,4
17656,1
17657,1
17658,1
17659,2
17660,1
17661,2
17662,0
17663,2
17664,1
17665,1
17666,1
17667,2
17668,1
17669,1
17670,0
17671,1
17672,2
17673,1
17674,2
17675,2
17676,4
17677,1
17678,0
17679,1
17680,2
17681,2
17682,1
17683,1
17684,4
17685,1
17686,1
17687,2
17688,1
17689,1
17690,1
17691,3
17692,1
17693,1
17694,2
17695,1
17696,2
17697,1
17698,2
17699,1
17700,1
17701,2
17702,1
17703,2
17704,2
17705,2
17706,3
17707,1
17708,3
17709,3
17710,1
17711,4
17712,1
17713,3
17714,1
17715,1
17716,4
17717,2
17718,2
17719,3
17720,1
17721,1
17722,2
17723,4
17724,1
17725,1
17726,3
17727,1
17728,2
17729,3
17730,2
17731,1
17732,1
17733,3
17734,1
17735,2
17736,2
17737,3
17738,3
17739,2
17740,1
17741,1
17742,3
17743,1
17744,3
17745,1
17746,2
17747,2
17748,1
17749,1
17750,1
17751,1
17752,2
17753,2
17754,4
17755,2
17756,3
17757,2
17758,1
17759,1
17760,1
17761,2
17762,0
17763,1
17764,2
17765,1
17766,1
17767,2
17768,1
17769,2
17770,2
17771,1
17772,2
17773,3
17774,2
17775,1
17776,1
17777,2
17778,1
17779,1
17780,0
17781,1
17782,2
17783,1
17784,1
17785,1
17786,2
17787,1
17788,1
17789,3
17790,3
17791,1
17792,3
17793,2
17794,2
17795,1
17796,1
17797,2
17798,1
17799,1
17800,1
17801,0
17802,2
17803,1
17804,1
17805,1
17806,2
17807,1
17808,1
17809,0
17810,3
17811,3
17812,1
17813,3
17814,1
17815,1
17816,3
17817,2
17818,1
17819,1
17820,1
17821,2
17822,2
17823,1
17824,3
17825,1
17826,2
17827,1
17828,2
17829,1
17830,1
17831,1
17832,1
17833,1
17834,4
17835,4
17836,2
17837,2
17838,1
17839,1
17840,1
17841,2
17842,0
17843,1
17844,1
17845,1
17846,1
17847,1
17848,1
17849,1
17850,3
17851,1
17852,3
17853,2
17854,1
17855,2
17856,4
17857,1
17858,1
17859,2
17860,2
17861,2
17862,1
17863,1
17864,0
17865,1
17866,1
17867,1
17868,1
17869,3
17870,2
17871,1
17872,1
17873,2
17874,1
17875,1
17876,1
17877,3
17878,1
17879,4
17880,2
17881,1
17882,1
17883,1
17884,1
17885,2
17886,4
17887,2
17888,2
17889,1
17890,1
17891,2
17892,1
17893,1
17894,2
17895,1
17896,4
17897,2
17898,0
17899,1
17900,4
17901,1
17902,1
17903,2
17904,0
17905,0
17906,0
17907,1
17908,2
17909,1
17910,2
17911,2
17912,1
17913,2
17914,1
17915,1
17916,4
17917,1
17918,0
17919,1
17920,3
17921,2
17922,2
17923,1
17924,2
17925,1
17926,2
17927,1
17928,1
17929,1
17930,1
17931,3
17932,3
17933,1
17934,3
17935,1
17936,1
17937,4
17938,1
17939,1
17940,2
17941,1
17942,1
17943,1
17944,1
17945,2
17946,2
17947,4
17948,1
17949,2
17950,2
17951,1
17952,2
17953,1
17954,1
17955,1
17956,3
17957,2
17958,3
17959,1
17960,4
17961,1
17962,1
17963,1
17964,2
17965,1
17966,1
17967,4
17968,3
17969,1
17970,1
17971,1
17972,1
17973,1
17974,2
17975,1
17976,4
17977,2
17978,1
17979,1
17980,1
17981,3
17982,1
17983,1
17984,1
17985,2
17986,3
17987,1
17988,2
17989,3
17990,1
17991,3
17992,2
17993,4
17994,4
17995,1
17996,1
17997,1
17998,2
17999,2
18000,1
18001,1
18002,1
18003,2
18004,2
18005,1
18006,1
18007,4
18008,3
18009,1
18010,3
18011,2
18012,1
18013,1
18014,2
18015,1
18016,2
18017,1
18018,1
18019,2
18020,2
18021,3
18022,1
18023,1
18024,4
18025,4
18026,3
18027,1
18028,1
18029,3
18030,3
18031,1
18032,1
18033,3
18034,3
18035,3
18036,1
18037,0
18038,1
18039,1
18040,1
18041,3
18042,2
18043,1
18044,1
18045,2
18046,2
18047,1
18048,4
18049,1
18050,4
18051,1
18052,1
18053,1
18054,2
18055,2
18056,1
18057,1
18058,1
18059,1
18060,1
18061,1
18062,1
18063,4
18064,2
18065,1
18066,3
18067,2
18068,0
18069,1
18070,3
18071,2
18072,3
18073,1
18074,1
18075,2
18076,1
18077,1
18078,3
18079,2
18080,3
18081,2
18082,3
18083,2
18084,2
18085,1
18086,1
18087,4
18088,1
18089,1
18090,1
18091,2
18092,1
18093,2
18094,1
18095,1
18096,2
18097,4
18098,3
18099,1
18100,3
18101,1
18102,1
18103,1
18104,2
18105,1
18106,1
18107,2
18108,1
18109,2
18110,2
18111,3
18112,3
18113,1
18114,1
18115,3
18116,1
18117,1
18118,3
18119,3
18120,1
18121,1
18122,2
18123,2
18124,2
18125,1
18126,3
18127,1
18128,1
18129,2
18130,3
18131,1
18132,1
18133,1
18134,1
18135,3
18136,2
18137,1
18138,1
18139,3
18140,0
18141,1
18142,3
18143,1
18144,1
18145,1
18146,1
18147,1
18148,3
18149,0
18150,1
18151,1
18152,1
18153,1
18154,1
18155,4
18156,2
18157,1
18158,2
18159,2
18160,1
18161,2
18162,1
18163,1
18164,2
18165,2
18166,1
18167,1
18168,3
18169,2
18170,4
18171,2
18172,2
18173,1
18174,1
18175,1
18176,1
18177,1
18178,4
18179,2
18180,1
18181,2
18182,3
18183,4
18184,1
18185,3
18186,1
18187,1
18188,1
18189,1
18190,1
18191,1
18192,1
18193,1
18194,1
18195,1
18196,1
18197,0
18198,1
18199,2
18200,1
18201,1
18202,4
18203,2
18204,3
18205,0
18206,1
18207,2
18208,0
18209,2
18210,1
18211,3
18212,2
18213,1
18214,3
18215,1
18216,3
18217,3
18218,2
18219,1
18220,3
18221,3
18222,1
18223,1
18224,2
18225,1
18226,2
18227,1
18228,1
18229,2
18230,2
18231,2
18232,1
18233,1
18234,1
18235,2
18236,2
18237,2
18238,1
18239,3
18240,3
18241,4
18242,2
18243,4
18244,1
18245,2
18246,2
18247,4
18248,2
18249,0
18250,2
18251,1
18252,4
18253,1
18254,2
18255,1
18256,1
18257,2
18258,2
18259,1
18260,2
18261,1
18262,1
18263,0
18264,1
18265,1
18266,1
18267,1
18268,1
18269,2
18270,1
18271,2
18272,1
18273,1
18274,2
18275,3
18276,1
18277,2
18278,2
18279,3
18280,1
18281,1
18282,1
18283,1
18284,2
18285,1
18286,1
18287,1
18288,1
18289,1
18290,1
18291,1
18292,2
18293,1
18294,2
18295,3
18296,2
18297,2
18298,1
18299,4
18300,2
18301,1
18302,3
18303,2
18304,1
18305,1
18306,1
18307,1
18308,2
18309,1
18310,3
18311,3
18312,1
18313,2
18314,3
18315,1
18316,3
18317,1
18318,1
18319,2
18320,2
18321,2
18322,1
18323,1
18324,1
18325,1
18326,0
18327,2
18328,1
18329,3
18330,4
18331,1
18332,3
18333,1
18334,2
18335,3
18336,2
18337,2
18338,1
18339,1
18340,1
18341,3
18342,1
18343,3
18344,2
18345,1
18346,1
18347,1
18348,1
18349,2
18350,4
18351,1
18352,3
18353,2
18354,1
18355,1
18356,1
18357,0
18358,2
18359,2
18360,3
18361,1
18362,1
18363,2
18364,1
18365,1
18366,2
18367,1
18368,1
18369,1
18370,3
18371,1
18372,1
18373,1
18374,2
18375,1
18376,1
18377,1
18378,1
18379,1
18380,1
18381,1
18382,2
18383,3
18384,2
18385,1
18386,1
18387,1
18388,2
18389,2
18390,4
18391,1
18392,1
18393,2
18394,1
18395,1
18396,1
18397,2
18398,1
18399,1
18400,1
18401,1
18402,2
18403,1
18404,2
18405,1
18406,1
18407,4
18408,2
18409,1
18410,1
18411,1
18412,3
18413,3
18414,1
18415,3
18416,1
18417,2
18418,2
18419,3
18420,3
18421,1
18422,0
18423,1
18424,1
18425,0
18426,2
18427,2
18428,2
18429,1
18430,2
18431,2
18432,3
18433,1
18434,1
18435,2
18436,2
18437,3
18438,2
18439,4
18440,1
18441,2
18442,2
18443,2
18444,0
18445,2
18446,2
18447,1
18448,1
18449,1
18450,2
18451,1
18452,0
18453,1
18454,1
18455,3
18456,1
18457,2
18458,2
18459,4
18460,1
18461,1
18462,1
18463,2
18464,3
18465,2
18466,1
18467,1
18468,4
18469,3
18470,1
18471,2
18472,1
18473,1
18474,1
18475,0
18476,4
18477,1
18478,2
18479,1
18480,3
18481,1
18482,2
18483,4
18484,1
18485,3
18486,1
18487,1
18488,4
18489,2
18490,4
18491,3
18492,1
18493,2
18494,2
18495,2
18496,1
18497,1
18498,1
18499,1
18500,1
18501,2
18502,3
18503,1
18504,1
18505,1
18506,1
18507,1
18508,1
18509,1
18510,4
18511,3
18512,4
18513,2
18514,2
18515,2
18516,2
18517,1
18518,3
18519,2
18520,2
18521,1
18522,1
18523,2
18524,1
18525,1
18526,3
18527,2
18528,3
18529,1
18530,1
18531,1
18532,2
18533,2
18534,2
18535,2
18536,1
18537,1
18538,1
18539,4
18540,1
18541,1
18542,1
18543,1
18544,4
18545,3
18546,1
18547,1
18548,4
18549,0
18550,1
18551,0
18552,1
18553,1
18554,2
18555,1
18556,1
18557,2
18558,1
18559,1
18560,2
18561,1
18562,1
18563,1
18564,2
18565,1
18566,1
18567,1
18568,2
18569,2
18570,0
18571,3
18572,1
18573,2
18574,1
18575,0
18576,1
18577,3
18578,3
18579,1
18580,4
18581,3
18582,1
18583,0
18584,1
18585,3
18586,3
18587,2
18588,1
18589,1
18590,2
18591,2
18592,1
18593,2
18594,2
18595,3
18596,1
18597,3
18598,1
18599,1
18600,2
18601,1
18602,2
18603,2
18604,1
18605,1
18606,3
18607,1
18608,1
18609,1
18610,1
18611,1
18612,2
18613,1
18614,1
18615,1
18616,1
18617,2
18618,2
18619,1
18620,2
18621,1
18622,2
18623,1
18624,1
18625,1
18626,1
18627,1
18628,1
18629,2
18630,2
18631,0
18632,1
18633,2
18634,1
18635,1
18636,1
18637,4
18638,2
18639,2
18640,3
18641,2
18642,1
18643,2
18644,1
18645,2
18646,1
18647,1
18648,1
18649,1
18650,1
18651,2
18652,1
18653,1
18654,4
18655,1
18656,4
18657,4
18658,1
18659,1
18660,1
18661,3
18662,1
18663,3
18664,3
18665,1
18666,1
18667,1
18668,3
18669,1
18670,2
18671,3
18672,2
18673,2
18674,2
18675,1
18676,2
18677,3
18678,1
18679,2
18680,1
18681,1
18682,2
18683,1
18684,2
18685,1
18686,3
18687,1
18688,2
18689,2
18690,1
18691,1
18692,2
18693,3
18694,1
18695,1
18696,1
18697,1
18698,2
18699,2
18700,2
18701,4
18702,1
18703,2
18704,2
18705,1
18706,1
18707,4
18708,1
18709,1
18710,1
18711,1
18712,2
18713,1
18714,1
18715,2
18716,1
18717,3
18718,2
18719,3
18720,1
18721,3
18722,4
18723,1
18724,1
18725,1
18726,1
18727,1
18728,1
18729,2
18730,2
18731,4
18732,2
18733,1
18734,1
18735,1
18736,3
18737,2
18738,2
18739,2
18740,0
18741,4
18742,1
18743,2
18744,4
18745,1
18746,1
18747,1
18748,1
18749,1
18750,3
18751,3
18752,1
18753,1
18754,0
18755,1
18756,1
18757,1
18758,2
18759,1
18760,3
18761,2
18762,4
18763,4
18764,2
18765,3
18766,1
18767,2
18768,3
18769,2
18770,4
18771,0
18772,2
18773,1
18774,2
18775,1
18776,3
18777,1
18778,1
18779,2
18780,2
18781,4
18782,1
18783,3
18784,2
18785,2
18786,1
18787,2
18788,3
18789,3
18790,1
18791,2
18792,1
18793,2
18794,1
18795,1
18796,2
18797,1
18798,3
18799,1
18800,0
18801,1
18802,3
18803,1
18804,1
18805,1
18806,4
18807,0
18808,1
18809,1
18810,3
18811,2
18812,2
18813,1
18814,3
18815,1
18816,3
18817,1
18818,2
18819,2
18820,1
18821,3
18822,1
18823,0
18824,3
18825,4
18826,2
18827,2
18828,1
18829,1
18830,2
18831,2
18832,1
18833,1
18834,1
18835,1
18836,1
18837,1
18838,1
18839,1
18840,2
18841,1
18842,1
18843,1
18844,4
18845,1
18846,1
18847,0
18848,2
18849,3
18850,1
18851,2
18852,3
18853,1
18854,4
18855,3
18856,2
18857,3
18858,1
18859,1
18860,1
18861,2
18862,0
18863,1
18864,2
18865,2
18866,1
18867,3
18868,2
18869,4
18870,1
18871,2
18872,3
18873,1
18874,0
18875,1
18876,1
18877,2
18878,2
18879,2
18880,2
18881,1
18882,2
18883,1
18884,2
18885,1
18886,1
18887,2
18888,2
18889,2
18890,2
18891,4
18892,1
18893,4
18894,1
18895,2
18896,2
18897,3
18898,1
18899,1
18900,1
18901,3
18902,3
18903,2
18904,1
18905,1
18906,1
18907,2
18908,2
18909,1
18910,1
18911,1
18912,1
18913,1
18914,2
18915,3
18916,1
18917,1
18918,1
18919,1
18920,1
18921,1
18922,3
18923,3
18924,1
18925,2
18926,2
18927,4
18928,2
18929,3
18930,1
18931,1
18932,1
18933,2
18934,1
18935,3
18936,1
18937,1
18938,2
18939,2
18940,3
18941,1
18942,2
18943,2
18944,2
18945,1
18946,1
18947,1
18948,4
18949,3
18950,1
18951,1
18952,1
18953,1
18954,1
18955,3
18956,2
18957,1
18958,3
18959,3
18960,2
18961,2
18962,1
18963,1
18964,2
18965,2
18966,2
18967,2
18968,4
18969,1
18970,2
18971,1
18972,3
18973,1
18974,4
18975,1
18976,1
18977,0
18978,1
18979,1
18980,1
18981,3
18982,1
18983,2
18984,1
18985,2
18986,1
18987,1
18988,1
18989,2
18990,2
18991,4
18992,2
18993,1
18994,1
18995,1
18996,1
18997,2
18998,1
18999,4
19000,4
19001,1
19002,3
19003,4
19004,1
19005,1
19006,1
19007,3
19008,0
19009,2
19010,3
19011,2
19012,1
19013,2
19014,2
19015,3
19016,1
19017,4
19018,1
19019,1
19020,1
19021,3
19022,0
19023,1
