Id,Text,Category
63780,A gdzie mam byÄ‡,4
63789,I ktÃ³regoÅ› dnia po prostu wybiera twÃ³j numer Przychodzi nie,4
63805,Jak to,4
63818,SÅ‚yszysz KtoÅ› idzie To ona Nie jestem zazdrosna Widma nie,4
63820,DziÄ™ki temu bÄ™dziesz mÃ³gÅ‚ do koÅ„ca Å¼ycia robiÄ‡ programy dla,4
63838,Noâ€¦ Rubi Ooo on to potrafi siÄ™ wÅ›ciec Wtedy caÅ‚ymi,4
63843,Przepraszam bardzo ale trzeba podpisaÄ‡ te papiery To zwykÅ‚a formalnoÅ›Ä‡,4
63870,Czy pacjent byÅ‚ zimny,4
63922,Wszystko spÅ‚onie Po ojcu nic nie pozostanie Ja takÅ¼e zginÄ™,4
63937,Dajcie mu spokÃ³j PrzecieÅ¼ przysiÄ…gÅ‚ Å¼e nie zna zwodziciela,4
63954,Z MagdÄ… BarskÄ… Kiedy,4
63963,Czemu mnie pan tak przewierca swymi oczodoÅ‚ami,4
63996,No wÅ‚aÅ›nie czy to nie dziwne,4
64008,ale Janusz,4
64015,Jabym ciebie mogÅ‚a NauczyÄ‡ jak kobiety sÄ… mÄ…dre od innych,4
64046,I tyleÅ¼ Å¼yczÄ™ tobie zacna pani Tak tu raniutko zgodnie,4
64052,DzieÅ„ dobry,4
64059,On jest mÃ³j,4
64095,W wieczÃ³r ten byÅ‚em pijany W ogÃ³le byÅ‚ to dzieÅ„,4
64128,Brawo,4
64139,Cichojcie majster â€” zasÅ‚uchajmy siÄ™ w dobrobyt wewnÄ™trzny w ten,4
64173,Ale co pan mÃ³wi JakÅ¼e pan mÃ³gÅ‚by byÄ‡ Å›mieciarzem,4
64196,Przepraszam ale takich lekkomyÅ›lnych ludzi jak wy moi paÅ„stwo takich,4
64281,WeÅºcieÅ¼ panie kija i odpÄ™dÅºcie Porwie co,4
64307,ÅšpieszÄ™ Wychodzi,4
64328,Nie mam gdzie mieszkaÄ‡ StraciÅ‚em gÅ‚os StraciÅ‚em gÅ‚os,4
64378,Chyba znÃ³w musisz iÅ›Ä‡ na dÃ³Å‚ i czekaÄ‡ pod drzwiami,4
64381,DzieÅ„ dobry Jestem Masza,4
64399,PRAWOMYÅšLNI Tak to zbrodnia,4
64401,ChciaÅ‚bym znaleÅºÄ‡ to i owoâ€¦ Nic takiego Z nudÃ³w jak,4
64403,Och â€“ Och,4
64404,MaÅ‚e dziewczynki,4
64412,Mmmmasza chodzi o to to bbbardzo powaÅ¼ne a dla ciebie,4
64432,A widziaÅ‚aÅ› go z kimÅ› podejrzanym,4
64484,Nie pÅ‚acz,4
64553,Aha nie myÅ›laÅ‚am MoÅ¼e chciaÅ‚aby pani Å¼ebym kogoÅ› wezwaÅ‚a,4
64577,BoÅ¼e a jaâ€¦,4
64584,I have no penny,4
64589,Brak tu na moje przyjÄ™cie mych wujÃ³w,4
64608,Odczep siÄ™ ty krecie,4
64618,Åšwietnie Tak wiÄ™c Pan D musi bardziej dbaÄ‡ o kochankÄ™,4
64630,Ale i to nie problem,4
64682,I zdzielim â€” jak nam dziwki miÅ‚e Nie jest to,4
64701,cicho PodpisaÅ‚aÅ› umowÄ™ uczestnictwa naleÅ¼ysz do rodziny i musisz przestrzegaÄ‡,4
64707,JesteÅ› juÅ¼,4
64708,Ciociu kiedy byÅ‚yÅ›my nad morzem co wieczÃ³r schodziÅ‚aÅ› do hotelowego,4
64732,I ja takÅ¼e Tylko ja powiem prawdÄ™ Jezio jest gÅ‚upi,4
64748,Ale mÄ™Å¼czyÅºni siÄ™ czasem przydajÄ…,4
64772,Na koniec powiem tylko Å¼e jedno trzeba przyznaÄ‡ naszemu drogiemu,4
64777,Nie nie na ciebie Martwi siÄ™ pracÄ… On teÅ¼ ostatnio,4
64822,Å»al mÃ³j bezdenny nie jestÅ¼e przepaÅ›ciÄ… NiechÅ¼e i rozpacz ma,4
64847,ZdajÄ™ siÄ™ caÅ‚kowicie na paÅ„ski gust â€“ Jak mÃ³wiÅ‚em w,4
64852,Ale moÅ¼esz zrobiÄ‡ pierwszy ruch masz biaÅ‚e,4
64859,Dobrze sprzÄ™dzione I prÄ™dko Co prawda to prawda GodziÅ‚by siÄ™,4
64868,ZÅ‚am pysk Å‚otrze pijawko Diabli ciÄ™ tu przynieÅ›li na moje,4
64924,Syna Klarensa wsadziÅ‚em pod rygiel CÃ³rkÄ™ wydaÅ‚em za mÄ…Å¼ za,4
64964,BÄ™dziesz miaÅ‚a z czego Å¼yÄ‡ MogÅ‚abym umrzeÄ‡ za ciebie,4
64980,Ja mam bardzo dobrÄ… opiniÄ™,4
64988,JedÅºmy Maszo Dzieciaczek jest pewnie gÅ‚odny,4
65028,DziÄ™ki ci Tranio za dobry przygryzek,4
65030,Petycja ludzkoÅ›ci do wÅ‚adcy Å›wiata uÅ‚oÅ»ONA przez marzyciela,4
65033,Santi przecieÅ¼ sam wiesz Å¼e jesteÅ› inny,4
65053,A gdyby pan byÅ‚ smakoszem wybraÅ‚by pan gÅ‚odÃ³wkÄ™ Trzy przyczyny,4
65059,KupiÅ‚em,4
65070,Jak to alboÅ¼ to nie nowina sÅ‚yszeÄ‡ o powrocie Petruchia,4
65095,Czyn wyÅ¼szy nie przeczÄ™,4
65110,Czy myÅ›lisz Å¼e jest juÅ¼ w domu Forda,4
65123,PojadÄ™ MuszÄ™ pojechaÄ‡,4
65129,Co mama My zawsze bawiliÅ›my siÄ™ na tym samym podwÃ³rku,4
65273,Ddddobrze,4
65286,Nie jest moÅ¼e Å›lepa ani gÅ‚ucha ale jest za gruba,4
65298,Panowanie nad kupa idiotÃ³w niezdolnych siÄ™ zorganizowaÄ‡ Zwyczajna wojskowa dyktatura,4
65310,Starzy niczym dzieci,4
65313,No ale cztery stÃ³wy za te jego garczki to jednak,4
65323,Bracie On tak bardzo nas umiÅ‚owaÅ‚,4
65381,Nie kochanie Sasza i Bee Stephen nie pomylisz tego prawda,4
65398,Ojcze czy mogÄ™ wejÅ›Ä‡ BojÄ™ siÄ™ czas wam ZabieraÄ‡ bÅ‚ahÄ…,4
65407,Masz go uÅ¼yj,4
65412,ZaskakujÄ…co CaÅ‚ujÄ… siÄ™ On wreszcie z â€žnaleÅ¼ytÄ… starannoÅ›ciÄ…â€,4
65422,a jak mam siÄ™ czuÄ‡ JednÄ… nogÄ… prawie juÅ¼ byÅ‚am,4
65476,Jak pieska Taki piesek teÅ¼ moÅ¼e czuÄ‡ siÄ™ samotny w,4
65511,Sara a ty,4
65537,Tak sÄ…dzÄ™ z pewnoÅ›ciÄ…,4
65559,Nie,4
65602,I mnie teÅ¼ dziwna Å¼e jest na wolnoÅ›ci,4
65635,Wreszcie pani jest,4
65639,PokÃ³j Powtarzam SÅ‚uchajcie gospodarza spod PodwiÄ…zki Czy ze mnie polityk,4
65644,Na ruinach gotyckich Å›wiÄ…tyniÄ™ zbudujem tu nowÄ… obrazÃ³w w niej,4
65667,Ten kto karmi ptaki niebieskie,4
65668,WskaÅ¼Ä™ panie,4
65711,Czym jest miÅ‚oÅ›Ä‡ Chcesz to ci powiem Rano obudzÄ™ ciÄ™,4
65741,PrzecieÅ¼ ty nie potrafisz dotrzymaÄ‡ sÅ‚owa,4
65757,Witam Mam nadziejÄ™ Å¼e ma dla mnie pani jakÄ…Å› powaÅ¼nÄ…,4
65777,Czy signor Lucentio jest w domu,4
65791,IdÄ™ Odchodzi,4
65817,I czy naleÅ¼y danego sÅ‚owa dotrzymaÄ‡,4
65856,Nic im nie powiedziaÅ‚am A co powiedziaÅ‚ Barney,4
65866,Ach dziÄ™kujÄ™ â€” ja tylko na chwilkÄ™,4
65894,Tak jestem Okapek,4
65896,To nam nie grozi,4
65916,Trzeba bÄ™dzie zadzwoniÄ‡ i powiedzieÄ‡ Å¼eby po nie wrÃ³ciÅ‚a Bardzo,4
65922,MiaÅ‚Å¼em rozgÅ‚aszaÄ‡ ten wstyd o ktÃ³rym i tak szeptano Panie,4
65935,CoÅ› tu widzÄ™ dobrego,4
65957,Nie znajdÄ™ osoby z ktÃ³rÄ… bÄ™dÄ™ chciaÅ‚a spÄ™dziÄ‡ resztÄ™ Å¼ycia,4
66008,BraÄ‡ braÄ‡ ich wszystkich czworo MoÅ¼e siÄ™ to wydaÄ‡ nad,4
66036,SkÄ…d wiesz Å¼e ciocia gra na gieÅ‚dzie,4
66067,Chude i pÅ‚askie â€”,4
66072,Nic nie bÄ™dÄ™ wyjaÅ›niaÄ‡ Jedziemy,4
66075,MartwiÄ™ siÄ™ o Huberta,4
66079,Kocham was szczerze dam chÄ™tnie wam zÅ‚oto Tylko tych Å‚otrÃ³w,4
66105,Trzeba go byÅ‚o zagnaÄ‡ do pracy Taki byÅ‚ twÃ³j obowiÄ…zek,4
66164,Kto mnie tam tak zmarzÅ‚ym woÅ‚a gÅ‚osem,4
66196,Tabletki,4
66212,To Å›wiata zwyczaj Nie znajdziesz pochlebcy KtÃ³ry by z innej,4
66223,Ja SÅ‚uchaj Biondello IdÅº powiedz pani Å¼eby do mnie przyszÅ‚a,4
66225,Rozbieranie pochÅ‚ania tyle czasu,4
66235,Dy z Å‚aski pana Figla Niech mu Pan BÃ³g da,4
66276,Spali siÄ™ takÅ¼e jak to tutaj,4
66287,E JuÅ¼ dawno zrobiÅ‚em tylko antenÄ™ trzeba wÅ‚oÅ¼yÄ‡ PrzecieÅ¼ ty,4
66293,Aha A Å¼ona juÅ¼ siÄ™ panu nie podoba,4
66334,A tak siÄ™ nacharujÄ™ Å¼e aÅ¼ miÅ‚o popatrzeÄ‡ na Å‚adnego,4
66346,TakÅ¼e PrawdÄ… sÄ… ale innego wymiaru W ujÄ™ciu ziemskim sÄ…,4
66419,IdÅº moÅ›ci ksiÄ…Å¼Ä™ wejdÅº na ganek stamtÄ…d Dasz im siÄ™,4
66423,Nie nie uciekaj jesteÅ› w naszej mocy TylkoÅ¼ Hern jeden,4
66440,Czy tak KtÃ³Å¼ to powiedziaÅ‚,4
66480,Co,4
66510,NienawidziÅ‚em darÅ‚em twoje listy i fotografie ale zawsze wiedziaÅ‚em Å¼e,4
66516,Ja znam MÃ³j kolega miaÅ‚ kÅ‚opoty groziÅ‚o mu Å¼e siÄ™,4
66537,Kuba To jest ten moment Masz osiemnaÅ›cie lat Stajesz sie,4
66557,A ja myÅ›lÄ™ Å¼e to nie jest twÃ³j najlepszy dowcip,4
66563,Ma pani sÅ‚usznoÅ›Ä‡ Dobrze skrojony garnitur i krawat to podstawa,4
66564,O za pozwoleniem ja prosiÅ‚em do stoÅ‚u wiec moje prawo,4
66578,BÄ…dÅº tego pewny jak zresztÄ… sam siÄ™ przekonasz gdy przybÄ™dzie,4
66584,W Krosby znajdziesz nas obydwÃ³ch,4
66600,To taka duÅ¼a dzika krowa,4
66602,O nie JuÅ¼ nie Ja ewoluujÄ™ W milionach domÃ³w miliardach,4
66618,Ale cÃ³Å¼ tak groÅºno Kukasz na sÅ‚ugi twoje,4
66640,Oooo,4
66652,Od plumkaniaâ€¦,4
66654,Wara,4
66677,Ja ja tttak dawno nie pppiÅ‚em wÃ³dki za ddduÅ¼o wypiÅ‚em,4
66686,Kto chce niech zostaje grobla zerwana,4
66741,SpekulowaÅ‚am byÅ‚am utrzymankÄ… bogatych kochankÃ³w,4
66755,BÅ‚ogosÅ‚awiony Rubi,4
66766,Gwizdek Na pewno nie,4
66775,GÅ±nther przestaÅ„ StÃ³j,4
66807,Pani dzwoniÅ‚aPANI ALVING PrzynieÅ› nam lampÄ™ Regina Zaraz juÅ¼ zapalona,4
66883,O nie nic z tych rzeczy Jej zajÄ™cia bardziej przypominaÅ‚y,4
66895,Nie ma dramatu â€” sÅ‚usznie powiedziaÅ‚eÅ› Leoneczku Jestem zupeÅ‚nie trzeÅºwa,4
66897,Wyrwiemy ci serce,4
66943,PrzysiÄ…Å¼ jeÅ›li Å›miesz,4
66944,MÄ™Å¼em i panem panem mym i mÄ™Å¼em A ja we,4
67019,Synu co oznacza ten plecak,4
67024,Cierpisz za zÅ‚e sumienie Å»ona twoja tak jest uczciwa kopieta,4
67028,Chcesz siÄ™ przyznaÄ‡,4
67098,Jasne no To byÅ‚em ja No jasne to byÅ‚o niechcÄ…cy,4
67125,Tylko na chwilÄ™,4
67127,Niech kaÅ¼dy kto jest tutaj z nami od dziÅ› zasypia,4
67144,Nie UmarÅ‚em,4
67153,PamiÄ™tam,4
67185,Wala co nie przywitasz siÄ™ nawet,4
67200,PETRUCHIOWszystko jest dobre co wychodzi z Padwy,4
67214,CÃ³Å¼ wtedy,4
67223,Czy nie widzisz idioto Å¼e panienki nie Å¼yjÄ… Nie Å¼yjÄ…,4
67297,To prawda,4
67302,AÅ¼em i przyszedÅ‚ na pociechÄ™ waszÄ…,4
67346,My z matkÄ… pÃ³Åºniej ci powiemy co masz robiÄ‡ dalej,4
67348,ZaczerwieniÅ‚a siÄ™ jak ogieÅ„ potem powiedziaÅ‚a Å¼e ochotÄ™ miaÅ‚aby wielkÄ…,4
67375,DziÄ™ki,4
67378,Ja nie wiem skÄ…d NaprawdÄ™ PrzestaÅ„ mnie szarpaÄ‡ ja nic,4
67379,JuÅ¼ mamo zaraz wszystko bÄ™dzie gotowe Ciasto juÅ¼ upieczone Wg,4
67387,A po co Jak siÄ™ nagle zrobi zimno pochorujemy siÄ™,4
67401,Pan oszalaÅ‚,4
67477,Na koniec czego,4
67512,Teraz to dopiero kÅ‚amiesz Dlaczego miaÅ‚oby ci zaleÅ¼eÄ‡ na tym,4
67513,Chyba siÄ™ pani teraz dobrze powodzi,4
67572,Åšni mi siÄ™,4
67591,Nie no co ty samochodem jestem,4
67600,Tak,4
67608,Pomnij o wynagrodzeniu jakie nas czeka gdy dzieÅ‚o bÄ™dzie speÅ‚nione,4
67619,Teraz siÄ™ powtarzasz Daj mi tÄ™ melisÄ™,4
67621,Bardzo siÄ™ bojÄ™,4
67643,Kiedy siÄ™ nie wie co powiedzieÄ‡ mÃ³wi siÄ™ â€žmÅ‚odoÅ›Ä‡ mÅ‚odoÅ›Ä‡,4
67663,Niepodobna gorzej,4
67664,ZmieÅ„ kolejnoÅ›Ä‡ Zacznij od ciepÅ‚o,4
67701,PatrzÄ™ jak tylko potrafiÄ™ I ciÄ…gle jeszcze niczego nie widzÄ™,4
67742,A jakÅ¼e moÅ¼esz gÅ‚upcze obwiniaÄ‡ dziewczynÄ™,4
67757,Nie bÄ…dÅºmy drobiazgowe pani Leokadio A zresztÄ… jeÅ›li pani nie,4
67761,ByÅ‚ Rokity a teraz jest mÃ³j Å»Ä…dam caÅ‚ej spÅ‚aty,4
67771,Ja bardzo lubiÄ™ chodziÄ‡ do kawiarni ale mÃ³j mÄ…Å¼ a,4
67803,Czasami muszÄ™ Mam takie dziwne wizje Å¼e nie mogÄ™ wytrzymaÄ‡,4
67823,Tylko zdrada Bo poÅ‚amano wszystkie wasze prawa,4
67831,ProszÄ™ ciÄ™ luby Yorku skÄ…d wiesz o tym,4
67836,Bo rozwodnik to taki z cicha pÄ™k Taki biedny bo,4
67887,Ale nie na takim Å¼eby do najbliÅ¼szego sklepu z butami,4
67904,Jak Å¼yÅ‚eÅ›â€¦ beze mnie,4
67913,Ale nie byÅ‚o Å›lubu bo Å¼ona sprawdzaÅ‚a bilingi,4
67920,No,4
67935,Widzisz a my jesteÅ›my nadal i mamy siÄ™ przednio CiÄ™Å¼ko,4
67941,Pani profesor kto jest prezydentem StanÃ³w Zjednoczonych,4
67954,ChÄ™tnie obejrzaÅ‚bym Vermeera w oryginale,4
67970,Aniu,4
67973,â€“ Rozbierz siÄ™,4
67984,BÄ…dÅº tego pewny lecz doÅ›Ä‡ gadaniny Bierze za mÄ™Å¼a mnie,4
68003,Wy tu jesteÅ›cie bardzo poczciwi,4
68007,Nie bÃ³j siÄ™ go aÅ¼ tak nic ci nie zrobi,4
68027,To winko musiaÅ‚o byÄ‡ naprawdÄ™ dobre Teraz juÅ¼ sÄ…siadka takiego,4
68036,JakÅ¼e zdrowie Grumio,4
68056,Nie twoja rzecz,4
68082,Dwa orÅ‚y z nas ale gniazdo twoje strzaskane piorunem PrzechodzÄ…c,4
68095,PiÅ‚aÅ› znowu te swoje ziÃ³Å‚ka przecieÅ¼ tego nie moÅ¼na wytrzymaÄ‡,4
68137,A ty banburski serze,4
68139,My teÅ¼ juÅ¼ pÃ³jdziemy spaÄ‡,4
68166,WiÄ™c co,4
68183,JesteÅ› na mnie zÅ‚y,4
68204,Jak siÄ™ zdaje wÅ‚aÅ›nie tam jestem ale jeszcze sprawdzÄ™ Hop,4
68212,ÅšpieszÄ™ z daleka na odgÅ‚os waszego powstania Jestem morderca klubu,4
68225,Daj spokÃ³j ZdÄ…Å¼ymy ChodÅº usiÄ…dÅº tu przy mnie na kanapie,4
68235,Ludzie ktÃ³rzy siÄ™ kochajÄ… nawet w zÅ‚oÅ›ci nie straszÄ… siÄ™,4
68248,BoÅ¼e Maks jaka jestem z nas dumna Na pewno nam,4
68258,,4
68264,Ale we mnie jest miÅ‚oÅ›Ä‡ Katia I moja miÅ‚oÅ›Ä‡ znajduje,4
68293,O co ci chodzi,4
68316,Babciu zrobisz mi fryzurÄ™ ChcÄ™ dzisiaj na imprezie piÄ™knie wyglÄ…daÄ‡,4
68334,Wszystko byÅ‚o jak najlepiej jak najlepiej Ale pÅ‚akaÄ‡ nie trzeba,4
68342,PrzecieÅ¼ sam pan mÃ³wiÅ‚,4
68352,E nie kierownik miÄ™ wysÅ‚aÅ‚ do ciebie wzglÄ™dem kasy Chce,4
68359,I ja to powiadam,4
68378,Kto boskie sprawy sÄ…dzi i losom nagania GÅ‚upi prostak dziecinny,4
68385,Tych tematÃ³w nie powinniÅ›my poruszaÄ‡ bo nam przerwÄ…,4
68423,Teraz mÃ³j popis â€” psia ci kostka,4
68428,powraca PoszedÅ‚ Rzecz niewÄ…tpliwa Å¼e Å›winia zarÅ¼niÄ™ta WiÄ™cej mÃ³zgu ma,4
68430,Panie czy w tym czasie przywrÃ³cisz krÃ³lestwo Izraela,4
68436,Cisza To nie Wasza zdobycz Lecz zabawka dla mej cÃ³rki,4
68455,Ojcze przyszedÅ‚em tu i widzÄ™ zdrajcÃ³w i bojÄ™ siÄ™ bo,4
68470,PomiÄ™dzy trzeciÄ… a czwartÄ… godzinÄ… BÄ™dziesz miaÅ‚ ksiÄ…Å¼Ä™ relacjÄ™ z,4
68498,JesteÅ› pewna,4
68500,Ja,4
68513,Santi,4
68514,DzwoniÅ‚aÅ›,4
68515,No tak regionalna Ale jest duÅ¼a szansa na drugÄ… ligÄ™,4
68520,Ty bÄ™dziesz jednym z liczby zalotnikÃ³w Nie pytaj proszÄ™ jakie,4
68545,Nie wÄ…tpiÄ™ Å¼e to samo nam powiedzÄ… Lecz niechaj takÅ¼e,4
68589,Ale ja naprawdÄ™ sÅ‚yszaÅ‚am,4
68602,Åagodny Åagodny A kto mi tÄ™ okrutnÄ… szramÄ™ na policzku,4
68640,Co ona ze mnie zrobiÅ‚a,4
68648,â€žSprawiedliwoÅ›Ä‡â€ â€žPrzyjaÅºÅ„â€ â€žZÅ‚oty PokÃ³jâ€ â€žNadziejaâ€ oto wszystko co zostaje z,4
68655,CzytaÅ‚em Å¼e gdy Å¼ycie dobiega kresu wszystko i WSZYSCY przebiegajÄ…,4
68673,No z tym samym OÅ›wiÄ™cimiem gdzie z Å¼ydowskich dzieci robili,4
68687,Nie,4
68701,MÃ³wcie Å›miaÅ‚o Znany nam zapaÅ‚ wasz poboÅ¼ny ChÄ™tnie skarg posÅ‚uchamy,4
68730,Ja jeszcze raz ostrzegam jeÅ›li wolno,4
68757,To Å‚adnie wylÄ…dowaliÅ›my na bruku,4
68766,Nasenne Nasenne Nasenne Nie rozumiem,4
68785,Nie chcÄ™ dÅ‚uÅ¼ej taiÄ‡ wam prawdy panowie juÅ¼ prawie Å›wiecÄ™,4
68816,Nigdy jeÅ›li to bÄ™dzie ode mnie zaleÅ¼aÅ‚o,4
68823,Niedobrze mi Niedobrze mi,4
68839,Ale pan pamiÄ™tliwy No rzeczywiÅ›cie trochÄ™ faÅ‚szujÄ™ ale teraz sÄ…,4
68863,Nie Musimy odbyÄ‡ razem pewnÄ… podrÃ³Å¼ Bardzo dziwnÄ… Uznajmy Å¼e,4
68864,Straszno mi Å¼eby nadto nie wymagaÅ‚ po mnie I nie,4
68868,Londyn schodzi na psy â€“ Ten narÃ³d ma juÅ¼ czasy,4
68893,MoÅ¼esz siedzieÄ‡ na widowni i oglÄ…daÄ‡ prÃ³by albo siedzieÄ‡ w,4
68922,A wiÄ™c ten takÅ¼e,4
68930,Tak CzujÄ™ sÅ‚oneczka zÅ‚ocisty blask i ten wiaterek taki wesoÅ‚yâ€¦,4
69001,Zobacz Jest taka Å›liczna,4
69006,Co to â€“ ma znaczyÄ‡ â€“ WytÅ‚umacz mi wytÅ‚umacz,4
69035,Gdy odejdziesz,4
69040,To jest pani chyba pierwszÄ… kobietÄ… na Å›wiecie pani Marianno,4
69065,CzuÄ‡ siarkÄ… Tak ma byÄ‡,4
69070,Wszystko wszystko za wolnoÅ›Ä‡ ludu Aj waj,4
69081,Nie panikuj wszystko idzie zgodnie z planem Mecenas Å›pi,4
69161,ZwymyÅ›lasz mnie,4
69178,WiÄ™c dobrze oto moja rÄ™kawica Bramy mi wasze otwÃ³rzcie bez,4
69205,MoÅ›ci krÃ³lu,4
69251,Panie Piotrze nie mogÄ™,4
69254,Pan dyrektor i przyszÅ‚y ziÄ™Ä‡ skuty zamiast komendanta zÅ‚odziejaszek Gotowe,4
69310,Nie wyobraÅ¼am sobie juÅ¼ Å¼ycia bez ciebie,4
69324,Aha Swojska wychodzi do toalety Ten KtÃ³ry DajÄ™ SzczÄ™Å›cie uÅ›miecha,4
69347,CzeÅ›Ä‡,4
69371,Numer rejestracyjny DRF ,4
69412,Jestem twoja,4
69451,BÄ…dÅº spokojny panie zostaw mi tÄ™ sprawÄ™,4
69469,SÄ… tego powoty i przyczyny,4
69488,Ruszaj do domu Janek Rugby i ja wrÃ³ciÅ‚em niebawem,4
69507,Co za palant,4
69560,Pani Marzeno w caÅ‚ym banku to chyba tylko pani jedna,4
69575,Nie wyrwiesz siÄ™ stÃ³j za tym pniem i milcz,4
69583,Teraz juÅ¼ wszystko jedno â€“,4
69626,Musi paÅ›Ä‡,4
69652,Ale on jest do ciebie bardzo podobny,4
69658,Tak,4
69720,BroÅ„ siÄ™ maÅ‚a Nie daj siÄ™,4
69768,ScenÄ™ przerywa dÅºwiÄ™k dzwonka zza kulis,4
69776,ToÅ¼ nasza armia w trÃ³jnasÃ³b liczniejsza A przy tym imiÄ™,4
69788,Trzeba mÄ…drze zÅ‚oÅ¼yÄ‡ uczenie spisaÄ‡ w chÅ‚odnych paragrafach co najgÅ‚Ã³wniejsze,4
69819,Tak ale przynieÅ› jeszcze jeden dla siebie Regino,4
69823,Normalna jak zwykle o tej porze roku Wiem Å¼e nie,4
69830,Tak to jest coÅ›,4
69835,AleÅ¼ pani Hildo juÅ¼ byÅ‚a pani na dobrej drodze Niech,4
69853,Jej pierwszy krok na wolnoÅ›ci zaprowadzi jÄ… do mnie,4
69868,Zgadzam siÄ™ z Panem Dobrodziejem,4
69917,Znam jaskinie w ktÃ³rych siÄ™ ryje â€” ani wzdÅ‚uÅ¼ ani,4
69952,Zawsze tak czyniÄ™ po zdrowym namyÅ›le do siebie Bo gdybym,4
69999,A jakby oddziaÅ‚ poleciaÅ‚ to co z ludÅºmi,4
70014,Tak â€“ Tak â€“ SkarÅ¼yÅ‚a siÄ™ na mnie,4
70018,Jak mÃ³wicie,4
70024,Dlaczego bijÄ… swoich przyjaciÃ³Å‚ po twarzy,4
70031,I bardzo nadzwyczajne w tak mÅ‚odym wieku,4
70053,Marzenia,4
70056,Hej cioteczki Jestem gÅ‚odna i zmÄ™czona Pierwsza karczmarka Hej cioteczki,4
70075,Macie to czegoÅ›cie chcieli co my arystokraci czuliÅ›my zawsze JesteÅ›cie,4
70079,Czyli â€“ nic,4
70087,MÃ³w wreszcie o co chodzi,4
70106,To ironia,4
70118,A z czego Za duÅ¼o masz pieniÄ™dzy to siÄ™ podziel,4
70140,A jakbym daÅ‚a siebie,4
70144,Za co,4
70168,Drugie drzwi na prawo,4
70171,ToÅ› ty to sobie teÅ¼ myÅ›laÅ‚ brachu Hej Ale jak,4
70191,Albo tÄ™czÄ™,4
70196,Eee przecieÅ¼ nie bÄ™dÄ™ sobie specjalnie brzucha robiÄ‡,4
70200,On nie chce szkÃ³Å‚ lecz czynÃ³w nie nauki lecz miÅ‚owania,4
70203,NastÄ™pna o Å›mierci Co was opÄ™taÅ‚o,4
70239,Ewa,4
70249,Tak,4
70275,DokÄ…d jeszcze,4
70300,No wÅ‚aÅ›nie Tak sobie pomyÅ›laÅ‚amâ€¦ Waldiâ€¦ Å¼e skoro masz wolnÄ…,4
70355,Ona tu jest i ma uszy Ada jestem A ty,4
70374,Gniew jeszcze poskromiÄ™ WierzÄ™ Å¼eÅ› tego przez zÅ‚oÅ›Ä‡ nie zrobiÅ‚,4
70393,Wyrzuty sumienia,4
70412,Kuba Ty sobie w szkole nie poradzisz,4
70417,Jakimi pieniÄ™dzmi,4
70419,MoglibyÅ›my sobie zrobiÄ‡ drugi miesiÄ…c miodowy,4
70423,Å¹le ci Gdybym nie musiaÅ‚a to bym nie przyszÅ‚a Ale,4
70436,Dwie pensje Cudownie Ale wybraÅ‚eÅ› kupiÅ‚eÅ› super A gdzie jest,4
70492,No tak Niby wszystko tak ChociaÅ¼â€¦ ChociaÅ¼ czym jest miÅ‚oÅ›Ä‡,4
70510,Nigdy ich nie miaÅ‚eÅ›,4
70511,Ale niby jak Przez satelitÄ™,4
70526,Åšpi w biaÅ‚y dzieÅ„,4
70547,Oj Solista ty to potrafisz kaÅ¼dÄ… przyjemnoÅ›Ä‡ zepsuÄ‡ Lepiej byÅ›,4
70626,ChciaÅ‚em was uwolniÄ‡ od pasoÅ¼yta i zÅ‚odzieja ÅšledziÅ‚em kaÅ¼dy krok,4
70648,O panie panie Ratuj Serwiliuszu,4
70692,Petruchio naprzÃ³d bo wygrana bitwa,4
70730,KrÄ™ci mi siÄ™ w gÅ‚owie,4
70755,Moja Åœona wypisz wymaluj taka sama Na przykÅ‚ad idziemy na,4
70784,i druga ksiÄ™ga takÅ¼e otworzona jest to jest ksiÄ™ga Å¼ywota,4
70787,Tu wywoÅ‚ujÄ…,4
70803,CiÄ…gle masz otwarte okno,4
70834,No tak Z innymi dziewczynami doskonale wiesz co robiÄ‡,4
70919,Nie wiem Mam wraÅ¼enie Å¼e od kilku dni nie nocuje,4
70933,No na mnie czas,4
70956,A ja od ciebie â€“ tego ÅšmiejÄ… siÄ™,4
71056,Dziewczyny wy mozecie jechaÄ‡ z nami i pokibicowaÄ‡ Ince Dyrekcja,4
71068,To moÅ¼e chociaÅ¼ mi przy kolacji pomoÅ¼esz Kinga Co siÄ™,4
71072,Archaniele Archaniele,4
71094,Josh JesteÅ› w domu,4
71105,Zaraz siÄ™ pani przekona,4
71112,Nie rozumiem takich popapraÅ„cÃ³w,4
71124,Jak pan siÄ™ wyraÅ¼a WysiudaÄ‡ Gdzie siÄ™ pan nauczyÅ‚ tego,4
71129,Drogi panieâ€¦,4
71139,ChciaÅ‚Å¼ebyÅ› aby zawsze jedno grali,4
71148,Powiem wprzÃ³dy moim ludziom co majÄ… robiÄ‡ z koszem IdÅº,4
71149,Podobnie jako glob nasz siÄ™ prostuje lub pochyla na osi,4
71162,MyÅ›lisz Å¼e o tobie zapomniano,4
71181,ParÄ™ sÅ‚Ã³w na boku To wszystko dobre dla gminu ale,4
71225,Nie jestem gÅ‚odny,4
71245,Ile ona ma lat,4
